scrape_id,label
3,healthy
4,healthy
5,healthy
6,healthy
7,healthy
8,healthy
9,healthy
10,healthy
11,healthy
12,healthy
13,healthy
14,healthy
15,healthy
16,healthy
17,healthy
18,healthy
19,healthy
20,healthy
21,healthy
22,healthy
23,healthy
24,healthy
25,healthy
26,healthy
27,healthy
28,healthy
29,healthy
30,healthy
31,healthy
32,healthy
33,healthy
34,healthy
35,healthy
36,healthy
37,healthy
38,healthy
39,healthy
40,healthy
41,healthy
42,healthy
43,healthy
44,healthy
45,healthy
46,healthy
47,healthy
48,healthy
49,healthy
50,healthy
51,healthy
52,healthy
53,healthy
54,healthy
55,healthy
56,healthy
57,healthy
58,healthy
59,network_degradation
60,network_degradation
61,network_degradation
62,network_degradation
63,network_degradation
64,network_degradation
65,network_degradation
66,network_degradation
67,network_degradation
68,network_degradation
69,network_degradation
70,network_degradation
71,network_degradation
72,network_degradation
73,network_degradation
74,network_degradation
75,network_degradation
76,network_degradation
77,network_degradation
78,network_degradation
79,network_degradation
80,network_degradation
81,network_degradation
82,network_degradation
83,network_degradation
84,network_degradation
85,network_degradation
86,network_degradation
87,network_degradation
88,network_degradation
89,network_degradation
90,network_degradation
91,network_degradation
92,network_degradation
93,network_degradation
94,network_degradation
95,network_degradation
96,network_degradation
97,network_degradation
98,network_degradation
99,network_degradation
100,network_degradation
101,network_degradation
102,network_degradation
103,network_degradation
104,network_degradation
105,network_degradation
106,network_degradation
107,network_degradation
108,network_degradation
109,network_degradation
110,network_degradation
111,network_degradation
112,network_degradation
113,network_degradation
114,network_degradation
115,network_degradation
116,healthy
117,healthy
118,healthy
119,healthy
120,healthy
121,healthy
122,healthy
123,healthy
124,healthy
125,healthy
126,healthy
127,healthy
128,healthy
129,healthy
130,healthy
131,healthy
132,healthy
133,healthy
134,healthy
135,healthy
136,healthy
137,healthy
138,healthy
139,healthy
140,healthy
141,healthy
142,healthy
143,healthy
144,healthy
145,healthy
146,healthy
147,healthy
148,healthy
149,healthy
150,healthy
151,healthy
152,healthy
153,healthy
154,healthy
155,healthy
156,healthy
157,healthy
158,healthy
159,healthy
160,healthy
161,healthy
162,healthy
163,healthy
164,healthy
165,healthy
166,healthy
167,healthy
168,healthy
169,healthy
170,healthy
171,healthy
172,network_degradation
173,network_degradation
174,network_degradation
175,network_degradation
176,network_degradation
177,network_degradation
178,network_degradation
179,network_degradation
180,network_degradation
181,network_degradation
182,network_degradation
183,network_degradation
184,network_degradation
185,network_degradation
186,network_degradation
187,network_degradation
188,network_degradation
189,network_degradation
190,network_degradation
191,network_degradation
192,network_degradation
193,network_degradation
194,network_degradation
195,network_degradation
196,network_degradation
197,network_degradation
198,network_degradation
199,network_degradation
200,network_degradation
201,network_degradation
202,network_degradation
203,network_degradation
204,network_degradation
205,network_degradation
206,network_degradation
207,network_degradation
208,network_degradation
209,network_degradation
210,network_degradation
211,network_degradation
212,network_degradation
213,network_degradation
214,network_degradation
215,network_degradation
216,network_degradation
217,network_degradation
218,network_degradation
219,network_degradation
220,network_degradation
221,network_degradation
222,network_degradation
223,network_degradation
224,network_degradation
225,network_degradation
226,network_degradation
227,network_degradation
228,network_degradation
